pair,metric,component,layer,head,value_std
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,16,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,17,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,18,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,19,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,20,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,21,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,22,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,23,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,24,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,25,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,26,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,27,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,28,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,29,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,30,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,31,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,32,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,33,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,34,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,35,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,36,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,37,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,38,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,4,39,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,0,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,1,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,2,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,3,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,4,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,5,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,6,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,7,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,8,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,9,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,10,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,11,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,12,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,13,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,14,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,15,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,16,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,17,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,18,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,19,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,20,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,21,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,22,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,23,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,24,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,25,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,26,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,27,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,28,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,29,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,30,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,31,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,32,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,33,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,34,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,35,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,36,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,37,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,38,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,5,39,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,0,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,1,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,2,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,3,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,4,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,5,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,6,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,7,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,8,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,9,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,10,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,11,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,12,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,13,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,14,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,15,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,16,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,17,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,18,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,19,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,20,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,21,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,22,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,23,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,24,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,25,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,26,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,27,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,28,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,29,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,30,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,31,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,32,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,33,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,34,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,35,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,36,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,37,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,38,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,6,39,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,0,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,1,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,2,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,3,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,4,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,5,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,6,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,7,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,8,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,9,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,10,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,11,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,12,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,13,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,14,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,15,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,16,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,17,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,18,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,19,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,20,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,21,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,22,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,23,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,24,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,25,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,26,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,27,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,28,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,29,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,30,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,31,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,32,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,33,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,34,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,35,
gpqa_orgn_vs_gpqa_ver1,head_output_maxmatch_cosine,head_output,7,36,
