================================================================================
cosine_similarity by layer
================================================================================
layer	version	mean	std
17	ver1to3	0.645170	0.161027
18	ver1to3	0.645540	0.164134
19	ver1to3	0.670663	0.126303
20	ver1to3	0.619340	0.164233
21	ver1to3	0.669657	0.142871
22	ver1to3	0.730134	0.110396
23	ver1to3	0.730426	0.118993
24	ver1to3	0.609225	0.171110
25	ver1to3	0.701009	0.104500
26	ver1to3	0.577931	0.161182
27	ver1to3	0.634076	0.132875
28	ver1to3	0.611267	0.134600
29	ver1to3	0.564680	0.175727
30	ver1to3	0.698014	0.098059
31	ver1to3	0.585687	0.144097
32	ver1to3	0.638396	0.107577
33	ver1to3	0.509015	0.174440
34	ver1to3	0.612368	0.115970
35	ver1to3	0.778612	0.062763
0	ver2to3	0.972448	0.021342
1	ver2to3	0.882347	0.046572
2	ver2to3	0.726439	0.117635
3	ver2to3	0.716286	0.116377
4	ver2to3	0.863708	0.076089
5	ver2to3	0.839654	0.084354
6	ver2to3	0.798826	0.091452
7	ver2to3	0.619154	0.151758
8	ver2to3	0.854336	0.068928
9	ver2to3	0.574292	0.202018
10	ver2to3	0.872160	0.061357
11	ver2to3	0.778390	0.106694
12	ver2to3	0.705587	0.136906
13	ver2to3	0.577784	0.211093
14	ver2to3	0.771775	0.110005
15	ver2to3	0.657449	0.179039
16	ver2to3	0.693338	0.162051
17	ver2to3	0.672875	0.187535
18	ver2to3	0.671942	0.188726
19	ver2to3	0.696962	0.151840
20	ver2to3	0.650838	0.190687
21	ver2to3	0.697650	0.166477
22	ver2to3	0.753876	0.131416
23	ver2to3	0.753195	0.138554
24	ver2to3	0.640813	0.199492
25	ver2to3	0.732887	0.128360
26	ver2to3	0.617028	0.194611
27	ver2to3	0.676265	0.159396
28	ver2to3	0.652183	0.163410
29	ver2to3	0.608695	0.209509
30	ver2to3	0.734543	0.122766
31	ver2to3	0.635454	0.177099
32	ver2to3	0.686731	0.137613
33	ver2to3	0.561044	0.213891
34	ver2to3	0.650851	0.147742
35	ver2to3	0.806472	0.083895
0	version1	0.970619	0.019332
1	version1	0.869576	0.036173
2	version1	0.684665	0.094051
3	version1	0.676415	0.094177
4	version1	0.847528	0.063040
5	version1	0.818852	0.068875
6	version1	0.768054	0.074641
7	version1	0.566516	0.117286
8	version1	0.833191	0.057344
9	version1	0.515449	0.162915
10	version1	0.855587	0.052272
11	version1	0.749574	0.091843
12	version1	0.671276	0.116483
13	version1	0.526644	0.173912
14	version1	0.745426	0.093451
15	version1	0.616869	0.153041
16	version1	0.660006	0.138908
17	version1	0.644655	0.161145
18	version1	0.644060	0.165272
19	version1	0.673735	0.126238
20	version1	0.616477	0.162886
21	version1	0.669922	0.144355
22	version1	0.729179	0.110213
23	version1	0.729242	0.120167
24	version1	0.603634	0.171526
25	version1	0.703230	0.105849
26	version1	0.577984	0.162577
27	version1	0.630889	0.132125
28	version1	0.612375	0.135418
29	version1	0.558131	0.176153
30	version1	0.701941	0.099863
31	version1	0.584497	0.147621
32	version1	0.642918	0.110752
33	version1	0.504519	0.179578
34	version1	0.616722	0.117234
35	version1	0.783160	0.064061
0	version2	0.974749	0.021164
1	version2	0.888816	0.051099
2	version2	0.741833	0.127490
3	version2	0.731130	0.126293
4	version2	0.870071	0.080250
5	version2	0.846759	0.091188
6	version2	0.807017	0.099283
7	version2	0.640899	0.162240
8	version2	0.861214	0.072816
9	version2	0.592312	0.219028
10	version2	0.877824	0.064923
11	version2	0.789042	0.112400
12	version2	0.719252	0.144150
13	version2	0.597340	0.223669
14	version2	0.780450	0.114233
15	version2	0.671909	0.184700
16	version2	0.707356	0.168163
17	version2	0.685152	0.195452
18	version2	0.684056	0.197479
19	version2	0.709317	0.158163
20	version2	0.661937	0.201689
21	version2	0.708071	0.172197
22	version2	0.763076	0.136666
23	version2	0.763053	0.142932
24	version2	0.653128	0.212259
25	version2	0.746192	0.131860
26	version2	0.632829	0.205374
27	version2	0.690387	0.166696
28	version2	0.667037	0.170555
29	version2	0.626895	0.223325
30	version2	0.748677	0.126613
31	version2	0.651942	0.187526
32	version2	0.701648	0.145139
33	version2	0.580313	0.229416
34	version2	0.668969	0.153047
35	version2	0.817184	0.088131
0	version3	0.972345	0.021146
1	version3	0.877178	0.044144
2	version3	0.721050	0.117531
3	version3	0.707853	0.113540
4	version3	0.861778	0.075910
5	version3	0.835256	0.085809
6	version3	0.791552	0.090397
7	version3	0.608975	0.145332
8	version3	0.852620	0.068310
9	version3	0.572836	0.203268
10	version3	0.869654	0.060155
11	version3	0.775306	0.106091
12	version3	0.700319	0.133336
13	version3	0.580947	0.210157
14	version3	0.768248	0.105253
15	version3	0.652994	0.176815
16	version3	0.693126	0.159453
17	version3	0.677227	0.186270
18	version3	0.675712	0.188027
19	version3	0.694193	0.147095
20	version3	0.653554	0.190903
21	version3	0.698625	0.163546
22	version3	0.753175	0.129720
23	version3	0.754223	0.137661
24	version3	0.644337	0.200801
25	version3	0.730249	0.125508
26	version3	0.617924	0.194092
27	version3	0.670862	0.159482
28	version3	0.647801	0.160924
29	version3	0.612175	0.213750
30	version3	0.729473	0.120069
31	version3	0.633306	0.176693
32	version3	0.680748	0.133524
33	version3	0.562470	0.214722
34	version3	0.648588	0.141758
35	version3	0.801027	0.080394

================================================================================
cosine_similarity by decode_step
================================================================================
decode_step	version	mean	std
0	ver1to2	0.909858	0.048177
1	ver1to2	0.940035	0.038696
2	ver1to2	0.919786	0.053283
3	ver1to2	0.946783	0.040198
4	ver1to2	0.780878	0.161434
5	ver1to2	0.877972	0.089023
6	ver1to2	0.839468	0.104215
7	ver1to2	0.841643	0.105466
8	ver1to2	0.814981	0.129276
9	ver1to2	0.809449	0.137671
10	ver1to2	0.793411	0.151325
11	ver1to2	0.739261	0.145257
12	ver1to2	0.717517	0.156105
13	ver1to2	0.716803	0.153661
14	ver1to2	0.713986	0.152914
15	ver1to2	0.714131	0.157990
16	ver1to2	0.733174	0.147586
17	ver1to2	0.736554	0.140649
18	ver1to2	0.717603	0.156451
19	ver1to2	0.696194	0.155245
20	ver1to2	0.700822	0.139916
21	ver1to2	0.679082	0.132262
22	ver1to2	0.673190	0.136422
23	ver1to2	0.674074	0.138369
24	ver1to2	0.682240	0.133487
25	ver1to2	0.660875	0.144101
26	ver1to2	0.640483	0.145786
27	ver1to2	0.666411	0.141364
28	ver1to2	0.650939	0.148900
29	ver1to2	0.633319	0.152068
30	ver1to2	0.625199	0.155093
31	ver1to2	0.635079	0.154946
32	ver1to2	0.650656	0.148535
33	ver1to2	0.677006	0.135269
34	ver1to2	0.688975	0.133665
35	ver1to2	0.685068	0.133228
36	ver1to2	0.679929	0.134093
37	ver1to2	0.683444	0.131576
38	ver1to2	0.672517	0.144688
39	ver1to2	0.647168	0.153422
40	ver1to2	0.658754	0.141813
41	ver1to2	0.645282	0.146281
42	ver1to2	0.636599	0.141819
43	ver1to2	0.642353	0.147432
44	ver1to2	0.665333	0.154552
45	ver1to2	0.648350	0.151316
46	ver1to2	0.676175	0.139412
47	ver1to2	0.668393	0.142862
48	ver1to2	0.659729	0.156149
49	ver1to2	0.654557	0.146530
50	ver1to2	0.647404	0.162811
51	ver1to2	0.616715	0.170644
52	ver1to2	0.642047	0.168671
53	ver1to2	0.629700	0.172677
54	ver1to2	0.648200	0.160649
55	ver1to2	0.633725	0.149236
56	ver1to2	0.642900	0.139286
57	ver1to2	0.661014	0.149576
58	ver1to2	0.657126	0.154723
59	ver1to2	0.673308	0.135387
60	ver1to2	0.661656	0.148939
61	ver1to2	0.646047	0.154701
62	ver1to2	0.639147	0.151535
63	ver1to2	0.642867	0.144815
64	ver1to2	0.644497	0.145159
65	ver1to2	0.629199	0.167826
66	ver1to2	0.640578	0.157365
67	ver1to2	0.650797	0.148603
68	ver1to2	0.658103	0.147193
69	ver1to2	0.669581	0.151893
70	ver1to2	0.689258	0.144414
71	ver1to2	0.707936	0.146295
72	ver1to2	0.692588	0.144900
73	ver1to2	0.670671	0.163996
74	ver1to2	0.667888	0.167373
75	ver1to2	0.677410	0.157971
76	ver1to2	0.666476	0.155629
77	ver1to2	0.652343	0.167533
78	ver1to2	0.656435	0.166757
79	ver1to2	0.688776	0.148040
80	ver1to2	0.683735	0.148022
81	ver1to2	0.661469	0.169207
82	ver1to2	0.645414	0.169759
83	ver1to2	0.630942	0.160394
84	ver1to2	0.662329	0.143453
85	ver1to2	0.682125	0.135989
86	ver1to2	0.660268	0.144827
87	ver1to2	0.669281	0.150371
88	ver1to2	0.663078	0.157487
89	ver1to2	0.656407	0.158332
90	ver1to2	0.656678	0.162349
91	ver1to2	0.653057	0.171695
92	ver1to2	0.644831	0.167514
93	ver1to2	0.668868	0.169150
94	ver1to2	0.675236	0.145032
95	ver1to2	0.648640	0.154037
96	ver1to2	0.626301	0.154465
97	ver1to2	0.637528	0.151293
98	ver1to2	0.636604	0.161503
99	ver1to2	0.645847	0.173492
0	ver1to3	0.907243	0.051761
1	ver1to3	0.937703	0.041199
2	ver1to3	0.917764	0.053972
3	ver1to3	0.944961	0.041158
4	ver1to3	0.778161	0.158909
5	ver1to3	0.875344	0.089280
6	ver1to3	0.822172	0.100895
7	ver1to3	0.816485	0.102755
8	ver1to3	0.800111	0.122268
9	ver1to3	0.779586	0.133721
10	ver1to3	0.726847	0.152495
11	ver1to3	0.707639	0.147323
12	ver1to3	0.693451	0.167978
13	ver1to3	0.691917	0.157867
14	ver1to3	0.703650	0.155012
15	ver1to3	0.707615	0.158563
16	ver1to3	0.729190	0.146423
17	ver1to3	0.721968	0.145300
18	ver1to3	0.713408	0.138006
19	ver1to3	0.682481	0.139830
20	ver1to3	0.694040	0.153594
21	ver1to3	0.671218	0.138626
22	ver1to3	0.689526	0.144808
23	ver1to3	0.687350	0.133662
24	ver1to3	0.699833	0.126975
25	ver1to3	0.683153	0.143445
26	ver1to3	0.677443	0.144291
27	ver1to3	0.694197	0.134465
28	ver1to3	0.673440	0.136085
29	ver1to3	0.696039	0.127911
30	ver1to3	0.692963	0.127724
31	ver1to3	0.687324	0.135699
32	ver1to3	0.666985	0.144908
33	ver1to3	0.690653	0.141550
34	ver1to3	0.695242	0.129369
35	ver1to3	0.680439	0.129450
36	ver1to3	0.678136	0.146097
37	ver1to3	0.649282	0.138351
38	ver1to3	0.640569	0.149627
39	ver1to3	0.635032	0.147837
40	ver1to3	0.641286	0.157823
41	ver1to3	0.667165	0.146673
42	ver1to3	0.651318	0.143923
43	ver1to3	0.652883	0.152921
44	ver1to3	0.661915	0.148447
45	ver1to3	0.668769	0.140730
46	ver1to3	0.651251	0.148517
47	ver1to3	0.645700	0.153054
48	ver1to3	0.651053	0.161383
49	ver1to3	0.643553	0.160743
50	ver1to3	0.642758	0.154919
51	ver1to3	0.635133	0.155313
52	ver1to3	0.631375	0.170844
53	ver1to3	0.623326	0.161589
54	ver1to3	0.654339	0.158634
55	ver1to3	0.630260	0.157872
56	ver1to3	0.627399	0.166078
57	ver1to3	0.647161	0.156930
58	ver1to3	0.649003	0.166460
59	ver1to3	0.678711	0.142606
60	ver1to3	0.652001	0.154536
61	ver1to3	0.641129	0.155991
62	ver1to3	0.640038	0.169130
63	ver1to3	0.635568	0.169485
64	ver1to3	0.640011	0.155105
65	ver1to3	0.626165	0.164650
66	ver1to3	0.617818	0.160177
67	ver1to3	0.607478	0.156034
68	ver1to3	0.616426	0.155155
69	ver1to3	0.656319	0.153395
70	ver1to3	0.658547	0.143379
71	ver1to3	0.651768	0.168144
72	ver1to3	0.648890	0.170673
73	ver1to3	0.628110	0.166741
74	ver1to3	0.639922	0.165502
75	ver1to3	0.651364	0.162142
76	ver1to3	0.656572	0.161315
77	ver1to3	0.670892	0.153961
78	ver1to3	0.668235	0.167349
79	ver1to3	0.662321	0.175489
80	ver1to3	0.649544	0.165424
81	ver1to3	0.626519	0.187545
82	ver1to3	0.646596	0.179097
83	ver1to3	0.636493	0.168045
84	ver1to3	0.645136	0.166929
85	ver1to3	0.679121	0.147528
86	ver1to3	0.672247	0.155967
87	ver1to3	0.659271	0.151210
88	ver1to3	0.667888	0.157318
89	ver1to3	0.666944	0.150918
90	ver1to3	0.659147	0.160355
91	ver1to3	0.668796	0.159561
92	ver1to3	0.662140	0.158447
93	ver1to3	0.657061	0.146896
94	ver1to3	0.669179	0.132631
95	ver1to3	0.672657	0.145040
96	ver1to3	0.666593	0.133810
97	ver1to3	0.676860	0.139210
98	ver1to3	0.681340	0.135262
99	ver1to3	0.679629	0.145435
0	ver2to3	0.930835	0.045593
1	ver2to3	0.958572	0.033018
2	ver2to3	0.964624	0.028108
3	ver2to3	0.972136	0.025068
4	ver2to3	0.948800	0.030090
5	ver2to3	0.963050	0.028795
6	ver2to3	0.920358	0.069817
7	ver2to3	0.911374	0.082580
8	ver2to3	0.908067	0.090201
9	ver2to3	0.889890	0.111852
10	ver2to3	0.853635	0.138950
11	ver2to3	0.812913	0.137380
12	ver2to3	0.804513	0.167334
13	ver2to3	0.786087	0.167300
14	ver2to3	0.783460	0.151841
15	ver2to3	0.810272	0.124321
16	ver2to3	0.806304	0.122782
17	ver2to3	0.800306	0.121621
18	ver2to3	0.769292	0.146668
19	ver2to3	0.731601	0.145618
20	ver2to3	0.726307	0.154505
21	ver2to3	0.728521	0.151879
22	ver2to3	0.735235	0.144329
23	ver2to3	0.712607	0.158504
24	ver2to3	0.717100	0.146231
25	ver2to3	0.713194	0.151107
26	ver2to3	0.701585	0.167477
27	ver2to3	0.707082	0.161500
28	ver2to3	0.693225	0.162244
29	ver2to3	0.676422	0.163145
30	ver2to3	0.666643	0.159023
31	ver2to3	0.688346	0.158391
32	ver2to3	0.712024	0.138806
33	ver2to3	0.695056	0.142281
34	ver2to3	0.683594	0.145323
35	ver2to3	0.700325	0.145490
36	ver2to3	0.687311	0.155446
37	ver2to3	0.673128	0.166117
38	ver2to3	0.686118	0.160200
39	ver2to3	0.675907	0.166795
40	ver2to3	0.690717	0.155103
41	ver2to3	0.688803	0.161624
42	ver2to3	0.674894	0.165325
43	ver2to3	0.689569	0.161218
44	ver2to3	0.662928	0.164945
45	ver2to3	0.672697	0.156719
46	ver2to3	0.670721	0.163845
47	ver2to3	0.679790	0.166206
48	ver2to3	0.675676	0.166815
49	ver2to3	0.676632	0.171878
50	ver2to3	0.698678	0.157232
51	ver2to3	0.704710	0.153820
52	ver2to3	0.684083	0.172057
53	ver2to3	0.669935	0.181904
54	ver2to3	0.669772	0.160495
55	ver2to3	0.662874	0.171985
56	ver2to3	0.674864	0.170879
57	ver2to3	0.664967	0.160625
58	ver2to3	0.664632	0.171012
59	ver2to3	0.690821	0.164126
60	ver2to3	0.708576	0.161637
61	ver2to3	0.690528	0.157888
62	ver2to3	0.705115	0.160082
63	ver2to3	0.676228	0.172243
64	ver2to3	0.680979	0.166503
65	ver2to3	0.675956	0.175732
66	ver2to3	0.656228	0.193211
67	ver2to3	0.668106	0.181673
68	ver2to3	0.665249	0.188482
69	ver2to3	0.676447	0.171533
70	ver2to3	0.668240	0.166556
71	ver2to3	0.656815	0.179785
72	ver2to3	0.645944	0.165381
73	ver2to3	0.669903	0.145323
74	ver2to3	0.673476	0.147471
75	ver2to3	0.658840	0.159478
76	ver2to3	0.640961	0.166733
77	ver2to3	0.653892	0.168548
78	ver2to3	0.673931	0.145756
79	ver2to3	0.667462	0.153628
80	ver2to3	0.634642	0.165702
81	ver2to3	0.665376	0.156088
82	ver2to3	0.669106	0.165672
83	ver2to3	0.693458	0.146361
84	ver2to3	0.674707	0.179551
85	ver2to3	0.693215	0.172956
86	ver2to3	0.689154	0.186309
87	ver2to3	0.700168	0.164485
88	ver2to3	0.690822	0.164820
89	ver2to3	0.681574	0.174225
90	ver2to3	0.658933	0.170411
91	ver2to3	0.673901	0.173854
92	ver2to3	0.660143	0.176788
93	ver2to3	0.652426	0.175248
94	ver2to3	0.675201	0.173585
95	ver2to3	0.661989	0.173067
96	ver2to3	0.640811	0.175796
97	ver2to3	0.663204	0.170806
98	ver2to3	0.658935	0.166560
99	ver2to3	0.654324	0.184659
0	version1	0.917194	0.050323
1	version1	0.944157	0.038830
2	version1	0.923507	0.056934
3	version1	0.949735	0.041454
4	version1	0.783682	0.165619
5	version1	0.881792	0.094352
6	version1	0.834790	0.111108
7	version1	0.834408	0.111388
8	version1	0.811133	0.134341
9	version1	0.807808	0.139046
10	version1	0.771194	0.152550
11	version1	0.737908	0.152597
12	version1	0.714933	0.159189
13	version1	0.711158	0.159702
14	version1	0.724392	0.149610
15	version1	0.715219	0.157212
16	version1	0.712092	0.163560
17	version1	0.713596	0.144461
18	version1	0.698415	0.156519
19	version1	0.689860	0.164838
20	version1	0.700219	0.152764
21	version1	0.677926	0.137610
22	version1	0.705074	0.131577
23	version1	0.694685	0.129540
24	version1	0.698157	0.128616
25	version1	0.677511	0.133959
26	version1	0.664694	0.138408
27	version1	0.685935	0.134677
28	version1	0.671919	0.139150
29	version1	0.657365	0.131977
30	version1	0.656469	0.149757
31	version1	0.655418	0.154653
32	version1	0.642654	0.146112
33	version1	0.672290	0.134004
34	version1	0.675206	0.137267
35	version1	0.666826	0.134053
36	version1	0.671307	0.137307
37	version1	0.636865	0.142581
38	version1	0.658864	0.143016
39	version1	0.641574	0.149792
40	version1	0.648010	0.154713
41	version1	0.663482	0.139081
42	version1	0.639250	0.146076
43	version1	0.654304	0.140584
44	version1	0.638468	0.150176
45	version1	0.654240	0.146831
46	version1	0.673133	0.151594
47	version1	0.661476	0.151878
48	version1	0.642768	0.160687
49	version1	0.658122	0.156437
50	version1	0.641436	0.160534
51	version1	0.667421	0.156671
52	version1	0.645960	0.166910
53	version1	0.653275	0.158819
54	version1	0.660775	0.156426
55	version1	0.667817	0.149751
56	version1	0.638165	0.163513
57	version1	0.663411	0.146568
58	version1	0.654112	0.152197
59	version1	0.649200	0.160740
60	version1	0.635167	0.164638
61	version1	0.624190	0.163364
62	version1	0.647092	0.157028
63	version1	0.645682	0.168582
64	version1	0.644311	0.168028
65	version1	0.632590	0.178041
66	version1	0.633783	0.162423
67	version1	0.647967	0.153199
68	version1	0.641871	0.158615
69	version1	0.663475	0.134971
70	version1	0.640686	0.168230
71	version1	0.641028	0.164754
72	version1	0.638664	0.165923
73	version1	0.635737	0.163612
74	version1	0.654281	0.161569
75	version1	0.658986	0.153031
76	version1	0.660911	0.161063
77	version1	0.647424	0.159795
78	version1	0.639176	0.176123
79	version1	0.631846	0.177459
80	version1	0.656297	0.148546
81	version1	0.674115	0.149448
82	version1	0.651468	0.157089
83	version1	0.651038	0.152017
84	version1	0.657636	0.152255
85	version1	0.658529	0.149872
86	version1	0.649000	0.161930
87	version1	0.649804	0.163009
88	version1	0.652913	0.159493
89	version1	0.660344	0.149136
90	version1	0.677946	0.140409
91	version1	0.658047	0.160865
92	version1	0.647007	0.156782
93	version1	0.649489	0.151984
94	version1	0.653319	0.141827
95	version1	0.674511	0.152827
96	version1	0.666214	0.136590
97	version1	0.627492	0.152565
98	version1	0.656407	0.154755
99	version1	0.643900	0.161283
0	version2	0.936256	0.055336
1	version2	0.961351	0.038555
2	version2	0.967135	0.033246
3	version2	0.974235	0.028983
4	version2	0.953286	0.038625
5	version2	0.963363	0.037552
6	version2	0.944421	0.058114
7	version2	0.944564	0.063720
8	version2	0.943278	0.067509
9	version2	0.917721	0.096958
10	version2	0.899453	0.109453
11	version2	0.883243	0.134163
12	version2	0.876218	0.145448
13	version2	0.880478	0.125857
14	version2	0.866028	0.155408
15	version2	0.873219	0.138529
16	version2	0.846199	0.140319
17	version2	0.833461	0.152823
18	version2	0.823171	0.147112
19	version2	0.798549	0.152832
20	version2	0.781658	0.171211
21	version2	0.780440	0.148768
22	version2	0.783647	0.144973
23	version2	0.775313	0.148369
24	version2	0.784400	0.147942
25	version2	0.780851	0.154280
26	version2	0.763296	0.164948
27	version2	0.750328	0.166109
28	version2	0.737335	0.169605
29	version2	0.719400	0.173219
30	version2	0.707735	0.187064
31	version2	0.731014	0.158841
32	version2	0.739156	0.170124
33	version2	0.738033	0.154775
34	version2	0.729008	0.151013
35	version2	0.736494	0.153158
36	version2	0.721443	0.165706
37	version2	0.677543	0.185520
38	version2	0.699592	0.151110
39	version2	0.674503	0.174736
40	version2	0.694164	0.148755
41	version2	0.702075	0.152521
42	version2	0.700344	0.152031
43	version2	0.704538	0.155465
44	version2	0.687811	0.161986
45	version2	0.676610	0.183069
46	version2	0.671169	0.184419
47	version2	0.686829	0.174597
48	version2	0.689446	0.169420
49	version2	0.680493	0.167272
50	version2	0.699037	0.157030
51	version2	0.699414	0.165225
52	version2	0.688365	0.175229
53	version2	0.669840	0.177210
54	version2	0.670558	0.167510
55	version2	0.661867	0.171618
56	version2	0.672174	0.156870
57	version2	0.678121	0.157186
58	version2	0.670863	0.174054
59	version2	0.648897	0.172392
60	version2	0.649960	0.173792
61	version2	0.683494	0.165441
62	version2	0.677787	0.160427
63	version2	0.660689	0.169901
64	version2	0.675550	0.161430
65	version2	0.660335	0.165878
66	version2	0.641326	0.178350
67	version2	0.682701	0.158465
68	version2	0.673653	0.157271
69	version2	0.664450	0.165746
70	version2	0.655190	0.166264
71	version2	0.656318	0.169765
72	version2	0.647175	0.166464
73	version2	0.672589	0.149756
74	version2	0.677814	0.158855
75	version2	0.672886	0.157136
76	version2	0.656247	0.167098
77	version2	0.656546	0.161802
78	version2	0.639261	0.161951
79	version2	0.645158	0.158376
80	version2	0.674910	0.143127
81	version2	0.669254	0.152987
82	version2	0.650960	0.165056
83	version2	0.645971	0.154211
84	version2	0.670883	0.142694
85	version2	0.660164	0.153484
86	version2	0.649890	0.174301
87	version2	0.661713	0.170312
88	version2	0.668378	0.175613
89	version2	0.650181	0.164148
90	version2	0.651044	0.159231
91	version2	0.634585	0.164682
92	version2	0.636031	0.166651
93	version2	0.646408	0.157480
94	version2	0.665864	0.155195
95	version2	0.659368	0.156559
96	version2	0.651472	0.155245
97	version2	0.663185	0.142552
98	version2	0.660574	0.162887
99	version2	0.669028	0.150013
0	version3	0.918824	0.049116
1	version3	0.950731	0.036071
2	version3	0.957782	0.030925
3	version3	0.966913	0.027924
4	version3	0.939322	0.035139
5	version3	0.953076	0.033658
6	version3	0.917565	0.068664
7	version3	0.911458	0.081318
8	version3	0.904282	0.093142
9	version3	0.867194	0.117866
10	version3	0.841040	0.149814
11	version3	0.818106	0.133267
12	version3	0.831597	0.139366
13	version3	0.819853	0.139882
14	version3	0.834468	0.125469
15	version3	0.839004	0.113307
16	version3	0.809072	0.127217
17	version3	0.804061	0.136768
18	version3	0.786090	0.143522
19	version3	0.764317	0.131295
20	version3	0.765412	0.129145
21	version3	0.757533	0.140101
22	version3	0.756153	0.138922
23	version3	0.755410	0.141392
24	version3	0.747921	0.138235
25	version3	0.745207	0.144693
26	version3	0.724519	0.160091
27	version3	0.711375	0.165980
28	version3	0.717076	0.150141
29	version3	0.730336	0.138296
30	version3	0.714532	0.151545
31	version3	0.704451	0.139083
32	version3	0.696908	0.152132
33	version3	0.674689	0.152046
34	version3	0.689993	0.148765
35	version3	0.706882	0.151992
36	version3	0.715926	0.153784
37	version3	0.695768	0.170806
38	version3	0.681607	0.160087
39	version3	0.672954	0.172408
40	version3	0.682778	0.164194
41	version3	0.703949	0.155497
42	version3	0.697225	0.161032
43	version3	0.692257	0.170159
44	version3	0.675496	0.186699
45	version3	0.700565	0.174912
46	version3	0.664831	0.183165
47	version3	0.675501	0.161791
48	version3	0.689340	0.170237
49	version3	0.675161	0.183923
50	version3	0.665725	0.179186
51	version3	0.682592	0.161153
52	version3	0.656131	0.161904
53	version3	0.649021	0.171697
54	version3	0.655235	0.168361
55	version3	0.650417	0.173350
56	version3	0.644739	0.179938
57	version3	0.646347	0.177976
58	version3	0.662968	0.168082
59	version3	0.645004	0.176087
60	version3	0.651119	0.175841
61	version3	0.661454	0.167654
62	version3	0.659104	0.160658
63	version3	0.657454	0.170238
64	version3	0.670633	0.164388
65	version3	0.657603	0.174463
66	version3	0.678299	0.162244
67	version3	0.667388	0.176478
68	version3	0.625869	0.176134
69	version3	0.651175	0.168456
70	version3	0.667994	0.151802
71	version3	0.651887	0.164835
72	version3	0.645244	0.176377
73	version3	0.656953	0.186730
74	version3	0.661446	0.167757
75	version3	0.657990	0.169034
76	version3	0.644325	0.163412
77	version3	0.637975	0.166247
78	version3	0.653656	0.159887
79	version3	0.654682	0.169239
80	version3	0.645521	0.157486
81	version3	0.649092	0.165664
82	version3	0.654787	0.148342
83	version3	0.662682	0.140578
84	version3	0.660507	0.150024
85	version3	0.657637	0.146185
86	version3	0.675126	0.148012
87	version3	0.669493	0.146770
88	version3	0.669778	0.138677
89	version3	0.668806	0.139253
90	version3	0.666819	0.140585
91	version3	0.660935	0.154184
92	version3	0.641150	0.162151
93	version3	0.643696	0.152096
94	version3	0.661208	0.161358
95	version3	0.655161	0.154917
96	version3	0.660590	0.145966
97	version3	0.613076	0.165880
98	version3	0.658536	0.147747
99	version3	0.664311	0.144821

================================================================================
js_divergence by layer
================================================================================
layer	version	mean	std
0	ver1to2	0.586280	0.442551
1	ver1to2	0.399605	0.367644
2	ver1to2	0.355875	0.293475
3	ver1to2	0.383456	0.249316
4	ver1to2	0.398624	0.401496
5	ver1to2	0.489536	0.478531
6	ver1to2	0.347860	0.261065
7	ver1to2	0.051101	0.101323
8	ver1to2	0.215238	0.290694
9	ver1to2	0.571583	0.236393
10	ver1to2	0.101017	0.190123
11	ver1to2	0.307843	0.260937
12	ver1to2	0.306488	0.295869
13	ver1to2	0.498274	0.264267
14	ver1to2	0.249505	0.255401
15	ver1to2	0.452141	0.277646
16	ver1to2	0.481817	0.285195
17	ver1to2	0.354868	0.293711
18	ver1to2	0.408594	0.285271
19	ver1to2	0.512078	0.236459
20	ver1to2	0.503132	0.318285
21	ver1to2	0.184044	0.274515
