case_idx,exec_idx,step,entropy_normalized,entropy_raw,js_soft_top1,js_soft_top2,top1_token_id,top1_token_text,top1_prob,top2_token_id,top2_token_text,top2_prob
0,1,4,0.050525,0.602741,0.991666,0.928569,271,\n,0.729521,198,\n,0.268376
0,1,5,0.017488,0.20862,0.994863,0.960702,271,\n,0.946582,198,\n,0.053403
0,1,6,0.757897,9.041297,0.45009,0.436071,16,1,0.114619,24,9,0.011349
0,1,7,0.793249,9.463026,0.550771,0.534507,16,1,0.022375,24,9,0.017425
0,1,8,0.1055,1.258556,0.973686,0.917792,271,\n,0.619039,198,\n,0.258054
0,1,9,0.10253,1.223125,0.934059,0.897818,271,\n,0.776212,198,\n,0.119036
0,1,10,0.03722,0.444016,0.973938,0.943268,271,\n,0.924225,198,\n,0.052141
0,1,11,0.082472,0.983847,0.94264,0.908159,271,\n,0.835851,198,\n,0.09378
0,1,12,0.124067,1.480047,0.928954,0.921125,271,\n,0.765631,9370,的,0.1103
0,1,13,0.006674,0.079616,0.989877,0.983101,271,\n,0.990566,198,\n,0.00589
0,1,14,0.07245,0.864291,0.92865,0.927268,271,\n,0.913761,198,\n,0.015722
0,1,15,0.116183,1.385996,0.89817,0.889428,271,\n,0.864394,9370,的,0.01794
0,1,16,0.072312,0.862641,0.919685,0.92154,271,\n,0.917937,198,\n,0.021588
0,1,17,0.047348,0.564836,0.947424,0.937832,271,\n,0.937882,198,\n,0.028322
0,1,18,0.036588,0.436473,0.961826,0.958459,271,\n,0.955985,151645,<|im_end|>,0.009372
0,1,19,0.090561,1.080344,0.931942,0.915424,271,\n,0.855178,198,\n,0.037574
0,1,20,0.181598,2.166368,0.857836,0.877445,271,\n,0.778662,198,\n,0.036418
0,1,21,0.818587,9.765302,0.523267,0.505575,16,1,0.011178,24,9,0.008705
0,1,22,0.172413,2.056796,0.852093,0.872885,271,\n,0.804987,198,\n,0.016707
0,1,23,0.21464,2.560534,0.822225,0.858224,271,\n,0.769083,198,\n,0.016991
0,1,24,0.477404,5.695167,0.703721,0.68034,271,\n,0.394576,9370,的,0.050165
0,1,25,0.829239,9.89237,0.476626,0.458145,16,1,0.0245,24,9,0.010537
0,1,26,0.397815,4.745712,0.753202,0.731361,271,\n,0.453912,9370,的,0.047842
0,1,27,0.734356,8.76047,0.603007,0.579723,271,\n,0.062518,9370,的,0.045739
0,1,28,0.57796,6.894753,0.667907,0.641756,271,\n,0.227862,9370,的,0.069494
0,1,29,0.54729,6.528875,0.675075,0.644323,271,\n,0.223781,102064,语言,0.068249
0,1,30,0.638227,7.613696,0.595751,0.568353,271,\n,0.092516,11,",",0.061629
0,1,31,0.835839,9.971106,0.437088,0.41991,16,1,0.030578,24,9,0.010567
0,1,32,0.666952,7.956369,0.618413,0.591065,271,\n,0.138785,9370,的,0.074286
0,1,33,0.833579,9.944141,0.455227,0.435122,16,1,0.020645,24,9,0.014189
0,1,34,0.582417,6.947916,0.659478,0.632318,271,\n,0.199729,9370,的,0.073476
0,1,35,0.683721,8.156425,0.617566,0.585115,271,\n,0.093013,9370,的,0.07711
0,1,36,0.682949,8.147216,0.564187,0.597333,9370,的,0.16001,271,\n,0.0488
0,1,37,0.64875,7.739232,0.635017,0.606668,271,\n,0.135748,9370,的,0.127524
0,1,38,0.653893,7.800585,0.597438,0.626555,9370,的,0.104722,271,\n,0.071974
0,1,39,0.652141,7.779685,0.591627,0.620373,9370,的,0.191189,271,\n,0.058309
0,1,40,0.515478,6.149366,0.689767,0.713196,9370,的,0.265943,271,\n,0.05934
0,2,0,0.031807,0.379443,0.999281,0.999319,32313,Okay,0.894324,151668,</think>,0.094261
0,2,1,0.113716,1.356573,0.885239,0.9426,198,\n,0.456168,271,\n,0.456168
0,2,2,0.045565,0.543561,0.991501,0.931998,271,\n,0.77658,198,\n,0.222494
0,2,3,0.044586,0.531892,0.9833,0.929526,271,\n,0.8145,198,\n,0.181739
0,2,4,0.080827,0.964219,0.913966,0.909623,271,\n,0.899699,198,\n,0.028921
0,2,5,0.395183,4.714313,0.739896,0.721852,271,\n,0.494679,9370,的,0.040606
0,2,6,0.467572,5.577877,0.725885,0.706199,271,\n,0.320226,9370,的,0.080966
0,2,7,0.460582,5.494492,0.719652,0.70137,271,\n,0.400394,9370,的,0.08934
0,2,8,0.602939,7.192739,0.613858,0.676005,271,\n,0.110607,198,\n,0.071413
0,2,9,0.854088,10.188803,0.420912,0.400866,16,1,0.011145,24,9,0.008154
0,2,10,0.398589,4.754944,0.724014,0.711574,271,\n,0.55068,9370,的,0.014675
0,2,11,0.59516,7.099929,0.659325,0.634929,271,\n,0.15565,9370,的,0.060954
0,2,12,0.615605,7.343831,0.672591,0.64611,271,\n,0.10875,9370,的,0.102161
0,2,13,0.755656,9.014562,0.539414,0.572417,9370,的,0.037469,16,1,0.033066
0,2,14,0.495465,5.910624,0.674306,0.652133,271,\n,0.384931,9370,的,0.055455
0,2,15,0.644528,7.688867,0.625182,0.598503,271,\n,0.106744,9370,的,0.057136
0,2,16,0.661514,7.891498,0.619345,0.591869,271,\n,0.129079,9370,的,0.057278
0,2,17,0.674546,8.046967,0.586851,0.613998,9370,的,0.076132,271,\n,0.059291
0,2,18,0.639456,7.628358,0.609079,0.636725,9370,的,0.12258,271,\n,0.042362
0,2,19,0.624398,7.448729,0.625591,0.6543,9370,的,0.122553,271,\n,0.042353
0,2,20,0.61988,7.394827,0.633819,0.663013,9370,的,0.111554,271,\n,0.041039
0,2,21,0.618209,7.374891,0.635741,0.632374,9370,的,0.116986,1773,。,0.043037
0,2,22,0.621515,7.414334,0.63603,0.632839,9370,的,0.117243,1773,。,0.043131
0,2,23,0.623332,7.436009,0.635262,0.632684,9370,的,0.115302,1773,。,0.045153
0,2,24,0.640548,7.641387,0.623512,0.620442,9370,的,0.111078,1773,。,0.040863
0,2,25,0.64818,7.732436,0.616351,0.61298,9370,的,0.085893,1773,。,0.035805
0,2,26,0.652133,7.779587,0.61878,0.645423,9370,的,0.104083,271,\n,0.02982
0,2,27,0.651189,7.768335,0.621468,0.649686,9370,的,0.10413,271,\n,0.029834
0,2,28,0.642081,7.659682,0.628521,0.657673,9370,的,0.098219,271,\n,0.033943
0,2,29,0.626748,7.476758,0.638502,0.66789,9370,的,0.115963,271,\n,0.035367
0,2,30,0.613357,7.317014,0.646992,0.676128,9370,的,0.123387,271,\n,0.035351
0,2,31,0.632227,7.542128,0.63051,0.626369,9370,的,0.122429,1773,。,0.035077
0,2,32,0.639797,7.632431,0.628697,0.624367,9370,的,0.116962,1773,。,0.03148
0,2,33,0.624856,7.454193,0.639961,0.668407,9370,的,0.119434,271,\n,0.032145
0,2,34,0.607282,7.244547,0.648547,0.677081,9370,的,0.147968,271,\n,0.031016
0,2,35,0.607016,7.241365,0.649169,0.677482,9370,的,0.146487,271,\n,0.030705
0,2,36,0.59304,7.074646,0.658423,0.686187,9370,的,0.159137,271,\n,0.031336
0,2,37,0.593192,7.076453,0.656927,0.642533,9370,的,0.153322,38507,程,0.038766
0,2,38,0.591284,7.053693,0.658713,0.644791,9370,的,0.151858,38507,程,0.031831
0,2,39,0.598727,7.142489,0.649791,0.678004,9370,的,0.155709,271,\n,0.030661
0,2,40,0.586198,6.993022,0.657083,0.642526,9370,的,0.172184,38507,程,0.036092
1,0,0,1e-06,1.2e-05,0.999964,0.999965,151667,<think>,1.0,115437,枕头,0.0
1,0,1,0.767701,9.158253,0.552552,0.558558,99570,质量,0.020236,111323,质量和,0.011176
1,0,2,0.235334,2.807408,0.812304,0.816097,11,",",0.4103,198,\n,0.219618
1,0,3,0.792523,9.45437,0.460362,0.478964,24,9,0.013907,16,1,0.010831
1,0,4,0.008334,0.09942,0.90429,0.994719,198,\n,0.979662,271,\n,0.020332
1,0,5,0.041652,0.496882,0.90584,0.991869,198,\n,0.815815,271,\n,0.182033
1,0,6,0.030857,0.368105,0.902777,0.990167,198,\n,0.891057,271,\n,0.106422
1,0,7,0.322402,3.846076,0.832115,0.804495,9370,的,0.352764,198,\n,0.177381
1,0,8,0.822176,9.808114,0.454951,0.450682,24,9,0.009683,2649,aff,0.007309
1,0,9,0.079132,0.944004,0.885726,0.963406,198,\n,0.711918,271,\n,0.246032
1,0,10,0.468974,5.594606,0.725429,0.727767,45,N,0.16564,396,int,0.094379
1,0,11,0.865489,10.324813,0.354511,0.355163,11,",",0.013423,323, and,0.011481
1,0,12,0.040373,0.481632,0.902634,0.988942,198,\n,0.833131,271,\n,0.164053
1,0,13,0.828603,9.884777,0.415816,0.413915,68536,而,0.007843,24,9,0.007368
1,0,14,0.173155,2.065642,0.878853,0.944009,198,\n,0.486021,271,\n,0.244387
1,0,15,0.840042,10.02124,0.384021,0.382084,323, and,0.012747,11,",",0.011606
1,0,16,0.236966,2.826881,0.871188,0.920476,198,\n,0.372615,271,\n,0.145918
1,0,17,0.769,9.173755,0.423278,0.35655,198,\n,0.060332,31,@,0.016754
1,0,18,0.428844,5.11588,0.728142,0.751643,198,\n,0.233889,9370,的,0.133266
1,0,19,0.846356,10.096568,0.355122,0.343971,323, and,0.014875,11,",",0.012332
1,0,20,0.850119,10.141455,0.408778,0.373046,11,",",0.012189,24,9,0.006324
1,0,21,0.22921,2.734355,0.851988,0.905765,198,\n,0.424861,271,\n,0.188531
1,0,22,0.738975,8.815568,0.433814,0.44558,11,",",0.068143,323, and,0.051437
1,0,23,0.818154,9.760129,0.425014,0.420783,323, and,0.011075,11,",",0.009473
1,0,24,0.299888,3.577503,0.828634,0.859495,198,\n,0.284831,271,\n,0.172759
1,0,25,0.520432,6.208472,0.643227,0.648129,45,N,0.153978,396,int,0.119918
1,0,26,0.850553,10.146633,0.387711,0.385464,11,",",0.016608,323, and,0.00737
1,0,27,0.152462,1.818794,0.861206,0.924524,198,\n,0.559557,271,\n,0.264316
1,0,28,0.84368,10.064642,0.344165,0.345743,11,",",0.018359,323, and,0.017795
1,0,29,0.551759,6.582185,0.513882,0.594281,198,\n,0.236218,11,",",0.076689
1,0,30,0.827702,9.874038,0.407406,0.363012,11,",",0.015576,1154," ,",0.009747
1,0,31,0.23421,2.793996,0.82843,0.875696,198,\n,0.405257,271,\n,0.230908
1,0,32,0.835089,9.962154,0.41013,0.362138,11,",",0.013581,1154," ,",0.008768
1,0,33,0.30074,3.58767,0.799486,0.828076,198,\n,0.324848,271,\n,0.209738
1,0,34,0.847006,10.10432,0.371954,0.370294,11,",",0.016727,323, and,0.008678
1,0,35,0.335142,3.998062,0.776527,0.794183,198,\n,0.313364,271,\n,0.202323
1,0,36,0.853143,10.177532,0.360072,0.358655,11,",",0.015921,323, and,0.00936
1,0,37,0.306948,3.661718,0.827175,0.849056,198,\n,0.253255,271,\n,0.1443
1,0,38,0.745905,8.898246,0.408205,0.550593,45,N,0.027311,198,\n,0.027311
1,0,39,0.85224,10.166761,0.350044,0.303348,11,",",0.024611,1154," ,",0.009638
1,0,40,0.250187,2.98459,0.82091,0.857373,198,\n,0.436434,271,\n,0.219453
1,1,0,0.000939,0.011197,0.99967,0.999672,151667,<think>,0.998665,151668,</think>,0.001169
1,1,1,0.001273,0.015189,0.996186,0.994513,271,\n,0.998068,198,\n,0.0017
1,1,2,0.026463,0.31569,0.994556,0.950444,271,\n,0.90458,198,\n,0.095342
1,1,3,0.002241,0.026731,0.995883,0.99101,271,\n,0.99613,198,\n,0.003593
1,1,4,0.004322,0.051559,0.996926,0.997726,271,\n,0.991664,1406,\n,0.007571
1,1,5,0.009603,0.114557,0.9945,0.974433,271,\n,0.978072,198,\n,0.020299
1,1,6,0.012353,0.147361,0.992768,0.969746,271,\n,0.971504,198,\n,0.02589
1,1,7,0.005973,0.071252,0.993339,0.984759,271,\n,0.990207,198,\n,0.006672
1,1,8,0.00515,0.061438,0.993485,0.984824,271,\n,0.991468,198,\n,0.00668
1,1,9,0.14774,1.762453,0.912406,0.815576,271,\n,0.574811,25,:,0.186614
1,1,10,0.009924,0.118389,0.990174,0.977456,271,\n,0.983252,198,\n,0.010923
1,1,11,0.632148,7.541182,0.65395,0.642026,13,.,0.078609,11,",",0.057511
1,1,12,0.297696,3.551353,0.879498,0.862473,271,\n,0.291009,3837,，,0.137463
1,1,13,0.033216,0.396246,0.986619,0.94159,271,\n,0.889118,198,\n,0.10619
1,1,14,0.062812,0.749313,0.94355,0.916623,271,\n,0.891761,198,\n,0.064599
1,1,15,0.008281,0.098794,0.99142,0.975884,271,\n,0.983687,198,\n,0.014936
1,1,16,0.01388,0.16558,0.982548,0.968886,271,\n,0.978149,198,\n,0.01581
1,1,17,0.032593,0.388821,0.963229,0.950228,271,\n,0.952952,198,\n,0.027033
1,1,18,0.074045,0.883316,0.926949,0.915771,271,\n,0.898446,198,\n,0.047616
1,1,19,0.278085,3.317399,0.808128,0.796635,271,\n,0.674479,151668,</think>,0.020368
1,1,20,0.402762,4.804727,0.746897,0.72818,271,\n,0.521938,9370,的,0.048548
1,1,21,0.59143,7.055433,0.66939,0.641798,271,\n,0.240353,9370,的,0.100194
1,1,22,0.809693,9.659203,0.564516,0.549044,151668,</think>,0.044861,151645,<|im_end|>,0.009403
1,1,23,0.522757,6.236205,0.678768,0.655318,271,\n,0.409277,9370,的,0.03156
1,1,24,0.622203,7.422543,0.639614,0.612832,271,\n,0.275928,9370,的,0.032955
1,1,25,0.644637,7.690173,0.632458,0.603536,271,\n,0.234731,9370,的,0.04079
1,1,26,0.646309,7.710119,0.640564,0.611083,271,\n,0.204863,9370,的,0.042942
1,1,27,0.652234,7.780797,0.642185,0.612409,271,\n,0.18757,9370,的,0.047425
1,1,28,0.673077,8.029441,0.637281,0.607954,271,\n,0.151821,9370,的,0.049289
1,1,29,0.662065,7.898074,0.651092,0.623282,271,\n,0.151992,9370,的,0.043546
1,1,30,0.654559,7.80853,0.646948,0.618571,271,\n,0.164785,9370,的,0.050257
1,1,31,0.660121,7.87488,0.643082,0.61513,271,\n,0.183813,9370,的,0.049473
1,1,32,0.746988,8.911161,0.610843,0.579752,271,\n,0.13081,151668,</think>,0.022731
1,1,33,0.545736,6.510328,0.675368,0.781434,271,\n,0.373897,198,\n,0.025444
1,1,34,0.562758,6.713402,0.674266,0.650723,271,\n,0.340834,9370,的,0.027977
1,1,35,0.610317,7.280748,0.65552,0.62953,271,\n,0.268198,9370,的,0.041129
1,1,36,0.647072,7.719221,0.640777,0.614098,271,\n,0.228568,9370,的,0.035052
1,1,37,0.635953,7.586574,0.645892,0.617886,271,\n,0.209967,9370,的,0.049872
1,1,38,0.685909,8.182518,0.624328,0.596494,271,\n,0.187391,9370,的,0.025361
1,1,39,0.606157,7.231121,0.668633,0.64131,271,\n,0.198611,9370,的,0.068638
1,1,40,0.835057,9.96177,0.508017,0.505302,21894,本,0.037679,151668,</think>,0.013861
1,2,0,0.031961,0.381279,0.999077,0.99902,18395,Original,0.905541,151668,</think>,0.074331
1,2,1,0.062551,0.746204,0.98541,0.916875,271,\n,0.616683,198,\n,0.374037
1,2,2,0.275077,3.281516,0.791795,0.813973,271,\n,0.474887,198,\n,0.238788
1,2,3,0.118747,1.416587,0.949024,0.95598,16,1,0.743978,17,2,0.065008
1,2,4,0.151994,1.8132,0.891128,0.835344,271,\n,0.603835,198,\n,0.251716
1,2,5,0.414838,4.948786,0.724094,0.702823,271,\n,0.31996,220,\n,0.117707
1,2,6,0.543614,6.485023,0.647176,0.654586,9370,的,0.186354,220,\n,0.11303
1,2,7,0.603128,7.194984,0.66612,0.694227,9370,的,0.093675,271,\n,0.072954
1,2,8,0.570767,6.808936,0.690152,0.657923,271,\n,0.107168,26232,能,0.094575
1,2,9,0.724201,8.63932,0.484559,0.551073,11,",",0.0673,198,\n,0.037167
1,2,10,0.816697,9.742756,0.523414,0.502179,19186,olas,0.011056,99212,那,0.006706
1,2,11,0.161847,1.930741,0.883682,0.867331,271,\n,0.674492,220,\n,0.170538
1,2,12,0.677312,8.079962,0.582844,0.589041,220,\n,0.202714,4710,\n,0.042491
1,2,13,0.610463,7.282497,0.63268,0.642147,220,\n,0.14758,4710,\n,0.084088
1,2,14,0.522701,6.235536,0.648924,0.727977,271,\n,0.395167,198,\n,0.030472
1,2,15,0.610585,7.283945,0.616046,0.71509,271,\n,0.289609,198,\n,0.023773
1,2,16,0.709072,8.458844,0.578296,0.577707,271,\n,0.159635,220,\n,0.020295
1,2,17,0.717733,8.562166,0.567828,0.563535,271,\n,0.155954,220,\n,0.03269
1,2,18,0.74326,8.866684,0.570058,0.526202,271,\n,0.102879,99922,块,0.024436
1,2,19,0.684475,8.165419,0.580327,0.692643,271,\n,0.207885,198,\n,0.028134
1,2,20,0.719459,8.582756,0.580004,0.53871,271,\n,0.131158,99922,块,0.024262
1,2,21,0.759443,9.059746,0.545006,0.679828,271,\n,0.125564,198,\n,0.016993
1,2,22,0.731083,8.721417,0.582769,0.540527,271,\n,0.100418,99922,块,0.036942
1,2,23,0.780525,9.311235,0.555764,0.509142,271,\n,0.072744,99922,块,0.028487
1,2,24,0.731957,8.731853,0.588601,0.545784,271,\n,0.078912,99922,块,0.061456
1,2,25,0.780755,9.313988,0.560664,0.514431,271,\n,0.062061,99922,块,0.035361
1,2,26,0.741605,8.846945,0.592641,0.549029,271,\n,0.07462,99922,块,0.058114
1,2,27,0.737754,8.801005,0.595673,0.552672,271,\n,0.081398,99922,块,0.063393
1,2,28,0.733158,8.74618,0.555575,0.599578,99922,块,0.07541,271,\n,0.070841
1,2,29,0.746696,8.907682,0.592323,0.547488,271,\n,0.068143,99922,块,0.064014
1,2,30,0.718549,8.571898,0.565796,0.608841,99922,块,0.092677,271,\n,0.072177
1,2,31,0.743822,8.873392,0.555308,0.599793,99922,块,0.070268,271,\n,0.062011
1,2,32,0.716282,8.544853,0.574594,0.617109,99922,块,0.099864,271,\n,0.068636
1,2,33,0.726004,8.66083,0.56721,0.610442,99922,块,0.091382,271,\n,0.066856
1,2,34,0.738,8.803943,0.5589,0.60239,99922,块,0.078496,271,\n,0.065075
1,2,35,0.737943,8.803257,0.561807,0.605113,99922,块,0.074468,271,\n,0.065718
1,2,36,0.725999,8.660776,0.570113,0.613121,99922,块,0.084933,271,\n,0.062138
1,2,37,0.740172,8.829847,0.557945,0.601308,99922,块,0.071128,271,\n,0.058967
1,2,38,0.725109,8.650155,0.572233,0.614438,99922,块,0.080541,271,\n,0.055355
1,2,39,0.738303,8.807557,0.562344,0.57703,99922,块,0.068453,21894,本,0.05675
1,2,40,0.728596,8.691757,0.571811,0.586374,99922,块,0.079533,21894,本,0.058187
2,0,0,1e-06,1.8e-05,0.999962,0.999969,151667,<think>,0.999999,47142,aligned,0.0
2,0,1,0.783015,9.340944,0.535909,0.541331,99570,质量,0.017807,99212,那,0.012627
2,0,2,0.793846,9.470156,0.521701,0.533217,99212,那,0.018544,24,9,0.011248
2,0,3,0.057473,0.685622,0.915585,0.994038,198,\n,0.562165,271,\n,0.437815
2,0,4,0.057693,0.688246,0.911681,0.992057,198,\n,0.620633,271,\n,0.376433
2,0,5,0.009561,0.114055,0.995011,0.973444,271,\n,0.976537,198,\n,0.022966
2,0,6,0.033788,0.403068,0.993512,0.943396,271,\n,0.866053,198,\n,0.132813
2,0,7,0.092209,1.099998,0.958755,0.888252,271,\n,0.50753,198,\n,0.447894
2,0,8,0.090426,1.078727,0.964279,0.901415,271,\n,0.637762,198,\n,0.301258
2,0,9,0.1669,1.991022,0.911466,0.879658,271,\n,0.687929,198,\n,0.077183
2,0,10,0.37393,4.46078,0.845655,0.827805,271,\n,0.205225,9370,的,0.192791
2,0,11,0.413328,4.930775,0.838215,0.818361,271,\n,0.158093,9370,的,0.158093
2,0,12,0.767294,9.153402,0.541694,0.544603,99212,那,0.023072,68536,而,0.019128
2,0,13,0.454278,5.419291,0.763596,0.739728,271,\n,0.192065,9370,的,0.140518
2,0,14,0.033103,0.394906,0.967051,0.942475,271,\n,0.942191,198,\n,0.038889
2,0,15,0.616225,7.351234,0.721848,0.698424,16,1,0.087872,151668,</think>,0.087872
2,0,16,0.129786,1.548277,0.906613,0.878789,271,\n,0.774351,198,\n,0.104797
2,0,17,0.384936,4.592077,0.787573,0.770176,271,\n,0.263488,9370,的,0.141035
2,0,18,0.808405,9.643831,0.453116,0.473835,24,9,0.018173,16,1,0.017072
2,0,19,0.288678,3.44377,0.795504,0.780048,271,\n,0.60952,9370,的,0.056694
2,0,20,0.438633,5.232657,0.734113,0.712067,271,\n,0.36295,9370,的,0.117833
2,0,21,0.813882,9.709169,0.418383,0.413337,9370,的,0.038841,33108,和,0.012222
2,0,22,0.798028,9.520035,0.474251,0.496889,24,9,0.020272,16,1,0.014375
2,0,23,0.500113,5.966075,0.668785,0.647647,271,\n,0.360501,9370,的,0.075565
2,0,24,0.741755,8.848733,0.57399,0.5788,9370,的,0.059227,151668,</think>,0.031702
2,0,25,0.273589,3.263763,0.811026,0.819873,271,\n,0.614508,198,\n,0.047386
2,0,26,0.428367,5.110187,0.717836,0.696255,271,\n,0.412295,9370,的,0.104245
2,0,27,0.780689,9.313194,0.432284,0.456197,9370,的,0.050031,271,\n,0.048492
2,0,28,0.821358,9.798353,0.453817,0.451214,24,9,0.011855,99212,那,0.011855
2,0,29,0.241176,2.8771,0.810843,0.816203,271,\n,0.678772,198,\n,0.076156
2,0,30,0.379215,4.523824,0.750447,0.774981,271,\n,0.505758,198,\n,0.056745
2,0,31,0.373229,4.452415,0.753224,0.778331,271,\n,0.507362,198,\n,0.056924
2,0,32,0.300116,3.580222,0.783009,0.79464,271,\n,0.600864,198,\n,0.076391
2,0,33,0.270917,3.231892,0.786811,0.792217,271,\n,0.637457,198,\n,0.091834
2,0,34,0.273951,3.268092,0.773352,0.77765,271,\n,0.629749,198,\n,0.109434
2,0,35,0.421597,5.029424,0.701302,0.744774,271,\n,0.485243,198,\n,0.057954
2,0,36,0.521332,6.219211,0.652885,0.63235,271,\n,0.358428,9370,的,0.048508
2,0,37,0.550556,6.56783,0.660991,0.632834,271,\n,0.146649,11,",",0.094683
2,0,38,0.859133,10.248983,0.357489,0.355748,9370,的,0.005084,33108,和,0.005084
2,0,39,0.823712,9.826431,0.426327,0.449664,24,9,0.015968,16,1,0.01031
2,0,40,0.502658,5.996432,0.64701,0.696504,271,\n,0.401332,198,\n,0.039737
2,1,0,0.052929,0.631419,0.999503,0.999498,151668,</think>,0.724248,151667,<think>,0.266436
2,1,1,0.030012,0.358025,0.992309,0.990681,271,\n,0.935122,9370,的,0.02492
2,1,2,0.048935,0.583765,0.994166,0.930499,271,\n,0.730934,198,\n,0.268896
2,1,3,0.024228,0.289025,0.988228,0.956207,271,\n,0.942099,198,\n,0.046904
2,1,4,0.031125,0.37131,0.971614,0.955842,271,\n,0.954456,198,\n,0.017481
2,1,5,0.061077,0.728613,0.945481,0.925728,271,\n,0.913122,198,\n,0.03326
2,1,6,0.125945,1.50245,0.893614,0.888715,271,\n,0.832068,198,\n,0.038916
2,1,7,0.160674,1.916758,0.868781,0.869009,271,\n,0.789373,198,\n,0.050463
2,1,8,0.166321,1.984114,0.8676,0.872642,271,\n,0.779376,198,\n,0.036452
2,1,9,0.204637,2.441213,0.838165,0.849988,271,\n,0.743239,198,\n,0.041931
2,1,10,0.23106,2.756416,0.823924,0.842852,271,\n,0.702593,198,\n,0.044915
2,1,11,0.218609,2.607884,0.832254,0.844481,271,\n,0.718053,198,\n,0.043122
2,1,12,0.23327,2.782786,0.824183,0.84136,271,\n,0.703828,198,\n,0.039707
2,1,13,0.224192,2.674487,0.830854,0.850019,271,\n,0.716109,198,\n,0.037952
